label,in_pkt,in_size,out_pkt,out_size,cumul_1,cumul_2,cumul_3,cumul_4,cumul_5,cumul_6,cumul_7,cumul_8,cumul_9,cumul_10,cumul_11,cumul_12,cumul_13,cumul_14,cumul_15,cumul_16,cumul_17,cumul_18,cumul_19,cumul_20,cumul_21,cumul_22,cumul_23,cumul_24,cumul_25,cumul_26,cumul_27,cumul_28,cumul_29,cumul_30,pkg_count,chunk_count,total_size,chunk_1,chunk_2,chunk_3,chunk_4,chunk_5,chunk_6,chunk_7,chunk_8,chunk_9,chunk_10,chunk_11,chunk_12,chunk_13,chunk_14,chunk_15,chunk_16,chunk_17,chunk_18,chunk_19,chunk_20,chunk_21,chunk_22,chunk_23,chunk_24,chunk_25
Joe_Biden,28,4118,40,5094,-85.96774193548387,-123.0,-139.77419354838707,-146.03225806451613,-175.32258064516128,-171.0,-196.8064516129032,-207.51612903225808,-623.5806451612904,-310.22580645161287,-347.9032258064516,-700.7741935483872,-250.35483870967744,-275.9032258064517,-694.9677419354838,-741.1290322580645,-709.7741935483868,-744.9354838709672,-1142.1612903225814,-1163.2903225806451,-1583.3548387096776,-969.6774193548384,-1236.483870967742,-808.1935483870966,-1107.483870967746,-1259.000000000001,-824.9677419354839,-888.2258064516128,-905.0,-963.741935483871,28,4,3554,811,451,1000,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe_Biden,19,3936,19,3611,-14.129032258064516,-163.35483870967744,-351.38709677419354,-44.93548387096769,-81.51612903225802,-399.7741935483871,-162.93548387096794,-20.12903225806452,-400.1612903225806,-265.0645161290324,41.32258064516128,-237.25806451612948,-322.6774193548387,87.77419354838712,-75.7096774193547,-292.06451612903226,39.22580645161332,56.48387096774128,-291.45161290322585,-51.064516129032455,142.16129032258064,-231.7096774193552,-136.90322580645093,192.6129032258064,-65.4516129032256,-178.3548387096774,271.0645161290323,129.4516129032266,-115.741935483871,243.6129032258061,19,3,3556,316,1544,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic_World,33,6581,34,7089,-67.87096774193542,-329.54838709677426,-369.0967741935482,-312.25806451612925,-555.9677419354831,-237.7096774193552,-702.6451612903226,-237.8064516129032,-702.2580645161291,-248.25806451612897,-698.8709677419355,-262.7096774193548,-658.451612903227,-391.74193548387086,-521.2903225806474,-550.5806451612892,-350.51612903225794,-663.8064516129011,-185.29032258064512,-666.1290322580646,-145.7419354838709,-612.741935483871,-666.1935483870966,-623.3548387096776,-101.29032258064512,-117.87096774193536,-680.7741935483872,-496.3225806451613,-895.3870967741911,-999.193548387097,33,6,5917,285,781,1743,436,484,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic_World,38,26060,218,56231,-168.38709677419357,-253.54838709677423,-2418.8064516129034,1311.258064516128,11183.935483870968,15663.935483870968,16297.709677419354,18457.90322580645,17711.51612903225,15641.064516129036,13755.0,12459.0,10173.967741935485,7869.58064516129,4424.193548387097,108.96774193547424,-3706.0,-6084.0,-9571.0,-13546.774193548374,-17779.0,-21295.516129032258,-24427.516129032305,-24988.0,-28497.67741935484,-28886.06451612904,-29080.90322580645,-29451.774193548383,-29677.0,-29934.225806451614,8,1,3792,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic_World,113,222018,438,49505,-4479.0,-7925.096774193547,-9357.838709677428,-11431.645161290322,31337.1935483871,31206.25806451613,57591.87096774193,141462.70967741936,179662.0,179362.0,179065.2258064516,178263.06451612903,177937.90322580645,177665.0,177347.5806451613,177085.0,176925.0,176745.0,176446.93548387097,175620.7741935484,175344.0,175079.4516129032,174794.29032258064,174573.0,174273.0,173993.0,173693.0,173373.0,173073.0,172778.16129032258,59,6,12948,205,779,1503,1615,1692,7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic_World,74,61468,77,44407,-2684.225806451613,-3912.58064516129,-2461.483870967742,-5369.1612903225805,-3468.354838709676,-5461.06451612903,-6604.709677419357,-7223.322580645161,-7256.838709677421,-6833.612903225807,-8176.38709677419,-8587.096774193551,-9453.774193548388,-10193.806451612909,-9019.41935483871,-11808.67741935484,-11642.935483870968,-11900.90322580645,-12648.516129032258,-12132.225806451614,-15074.09677419355,-14266.387096774191,-15814.41935483871,-16168.870967741936,-17113.419354838723,3618.806451612904,18049.548387096773,17749.483870967742,17024.58064516129,17372.193548387102,58,2,10356,206,10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jussie_Smollett,35,5092,36,7580,-126.96774193548396,-252.38709677419345,-546.7741935483871,-634.2258064516129,-613.258064516129,-216.83870967741936,-236.64516129032265,-803.6129032258065,-620.258064516129,-1114.483870967743,-1042.7419354838703,-1018.0645161290324,-883.9354838709664,-1263.3225806451612,-828.0967741935485,-1286.225806451613,-877.7096774193549,-1254.2258064516127,-1299.0000000000032,-1289.9354838709664,-1723.4838709677415,-1390.741935483871,-1852.3870967741927,-1619.3548387096776,-1998.7741935483853,-2094.1935483871,-2073.6774193548376,-2520.6451612903224,-2259.3870967741937,-2723.548387096774,35,7,4388,285,1722,404,264,244,764,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jussie_Smollett,170,72205,161,105485,-4929.387096774193,-7583.258064516131,-13779.967741935485,-12299.193548387097,-5776.741935483871,1661.6774193548383,-3213.903225806472,-2566.3870967741937,-8278.483870967742,-10334.290322580662,-9553.032258064515,-15228.645161290322,-12340.129032258064,-17988.258064516107,-21604.612903225803,-21728.580645161284,-16959.741935483853,-14604.322580645146,-21176.35483870968,-17192.419354838676,-12341.516129032258,-19490.516129032258,-12720.612903225809,-12253.096774193527,-15886.74193548387,-21987.06451612903,-23242.838709677424,-24741.35483870968,-30824.225806451614,-35801.6129032258,129,15,12350,1167,112,1384,935,1487,842,1484,1156,460,654,1055,370,399,427,400,0,0,0,0,0,0,0,0,0,0
Jussie_Smollett,68,45503,115,64011,-2354.2903225806454,-1454.1612903225816,-3039.612903225805,-3910.0,-5874.451612903225,-4349.0,-4891.129032258064,-7016.322580645161,-7318.161290322588,-8232.90322580645,-8802.0,-10249.870967741936,-9207.419354838696,-5077.064516129032,-5697.677419354837,-7215.935483870975,-6478.741935483871,-6996.903225806451,-8232.064516129032,-10978.806451612903,-10040.0,-10588.548387096776,-13152.161290322583,-13749.709677419356,-16217.258064516129,-15312.193548387097,-18000.83870967742,-15685.516129032258,-16537.838709677413,-16920.83870967742,50,6,7463,3181,1496,389,954,284,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jussie_Smollett,93,37418,102,102565,-3920.387096774194,-4430.0,-7819.16129032258,-9606.0,-10816.0,-15708.32258064516,-15158.83870967742,-19337.09677419355,-18039.93548387097,-21778.67741935483,-22050.35483870968,-26240.709677419363,-25218.129032258064,-28210.67741935484,-31380.8064516129,-32937.35483870968,-36796.12903225806,-39208.967741935485,-41009.0,-44544.032258064544,-44592.51612903226,-47176.51612903226,-48826.29032258064,-53664.29032258064,-52816.70967741936,-57727.06451612903,-56918.8064516129,-61862.83870967742,-61030.0,-65322.74193548384,77,3,7262,218,3536,3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate_Spade,56,28441,68,44998,-2748.3870967741937,-2578.0967741935483,-2528.6451612903224,-3113.1935483870966,-4624.935483870968,-4847.516129032255,-2974.709677419354,-5761.0,-6600.4838709677415,-6273.741935483858,-6534.032258064516,-8081.645161290323,-7324.129032258064,-8044.0,-9791.419354838725,-10050.64516129033,-9493.32258064516,-12385.967741935485,-11725.0,-11783.387096774211,-13317.548387096758,-12383.838709677417,-13883.90322580645,-13101.16129032258,-13735.709677419354,-15275.064516129032,-14956.419354838716,-15134.0,-17562.064516129045,-17389.0,47,6,8519,206,816,3215,834,1705,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate_Spade,62,26799,88,70554,-3939.0,-6390.0,-8376.0,-10775.806451612903,-12499.258064516129,-13957.806451612903,-15439.16129032258,-15863.451612903224,-16520.25806451613,-21360.516129032258,-20886.0,-20246.0,-21515.741935483864,-21966.0,-22260.0,-22343.90322580645,-22440.70967741936,-27291.516129032258,-26380.516129032258,-28587.032258064515,-30401.0,-32175.93548387097,-32612.548387096773,-33141.354838709674,-37518.87096774195,-36628.967741935485,-41553.1935483871,-41005.58064516129,-43717.61290322578,-44535.0,52,4,7483,211,770,1464,5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate_Spade,88,28134,92,72413,-2907.9677419354834,-7502.645161290322,-10088.354838709678,-13688.58064516129,-13274.90322580645,-7080.774193548387,-7855.838709677427,-11736.16129032258,-10667.225806451614,-16389.8064516129,-16297.387096774191,-16256.741935483871,-16296.12903225805,-20828.032258064515,-18910.70967741936,-25322.322580645163,-24010.80645161291,-29813.612903225807,-28630.032258064515,-32330.96774193548,-34204.54838709677,-32331.83870967742,-33935.48387096774,-34483.0,-34681.0,-41119.77419354839,-39936.67741935484,-45254.19354838711,-46399.70967741936,-45239.35483870968,73,7,9109,1166,2599,1698,854,871,877,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate_Spade,51,22887,56,31909,-98.25806451612902,-84.51612903225806,-2216.677419354838,-2186.2580645161293,-2947.870967741936,-3858.3870967741937,-4369.451612903225,-4486.67741935484,-4355.387096774193,-5914.45161290323,-4277.83870967742,-6675.774193548387,-4888.193548387097,-6828.967741935481,-6075.999999999999,-6741.032258064516,-6782.387096774193,-7263.16129032258,-7656.967741935488,-6781.870967741926,-8846.354838709678,-6941.677419354839,-9380.483870967742,-7730.161290322585,-9174.096774193538,-8868.709677419354,-9314.741935483871,-9347.225806451614,-9538.935483870957,-10510.258064516123,40,3,10339,589,3770,5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobe_Bean_Bryant,66,44692,104,67123,-2346.064516129032,-3146.741935483872,-4598.322580645164,-3941.903225806452,-4772.645161290324,-6377.774193548392,-7112.0,-7957.483870967745,-8333.0,-10242.258064516129,-8836.0,-9907.645161290307,-10055.741935483871,-10639.225806451612,-12216.419354838725,-13237.0,-13927.83870967742,-14115.29032258064,-16573.290322580644,-15277.064516129032,-16764.74193548387,-17192.45161290323,-17828.580645161295,-18619.0,-18112.93548387096,-19598.387096774204,-19409.3870967742,-20040.354838709674,-21915.064516129045,-22895.0,51,14,11692,206,1563,787,793,763,762,1649,754,636,637,1494,562,564,516,0,0,0,0,0,0,0,0,0,0,0
Kobe_Bean_Bryant,100,42094,118,107408,-4376.0,-8488.774193548386,-10286.645161290322,-14424.548387096776,-13643.612903225803,-16163.290322580646,-19345.70967741936,-20350.25806451613,-23156.19354838709,-24757.483870967742,-27995.06451612903,-27551.58064516129,-30568.129032258064,-32370.451612903227,-35466.0,-34729.0,-37717.32258064516,-38936.54838709676,-41660.64516129032,-44694.74193548387,-46322.3870967742,-45900.06451612903,-50283.0,-52875.29032258064,-54075.67741935484,-59022.06451612903,-57832.8064516129,-61300.35483870968,-63269.032258064544,-64599.45161290323,85,7,13412,212,746,2286,4505,701,707,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobe_Bean_Bryant,52,13078,73,9841,-94.48387096774194,-184.35483870967744,-417.74193548387166,-723.9354838709678,-490.4193548387097,-810.7741935483884,-973.0967741935484,-565.4193548387098,-677.0,-768.6451612903226,-830.4516129032257,-923.0,-950.2903225806452,-961.1935483870966,-935.0645161290324,-1103.612903225808,-1410.2258064516132,-1390.6774193548383,965.8064516129032,3282.032258064516,3466.838709677419,3500.870967741935,3864.387096774196,3907.387096774193,3680.225806451611,3361.3548387096776,3759.483870967742,3376.4516129032254,3066.5161290322644,2807.0,50,6,6827,1559,451,1688,896,816,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobe_Bean_Bryant,32,7139,32,6440,-333.06451612903226,-170.51612903225802,-409.0967741935484,-264.29032258064507,-373.80645161290334,-237.3225806451612,-231.6451612903228,-190.6129032258063,-93.09677419354938,-174.16129032258044,5.129032258064967,-191.9677419354836,132.12903225806338,-159.03225806451582,305.16129032258107,-81.16129032258067,434.0645161290323,36.193548387096655,484.483870967742,91.54838709677416,534.9032258064517,146.90322580645167,585.3225806451612,202.258064516129,612.741935483871,234.61290322580632,640.1612903225806,266.96774193548384,667.5806451612904,299.32258064516134,32,5,6499,233,311,1312,2626,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar_Odom,74,26027,60,34979,-1501.6774193548388,-3059.8387096774195,-2293.032258064516,-4351.677419354839,-6225.096774193548,-4979.225806451614,-6516.935483870968,-1399.16129032258,-1173.0967741935483,977.8064516129032,902.0,-415.7419354838567,-2148.451612903226,-292.4838709677418,-3385.2903225806454,-1696.0000000000057,-3449.290322580636,-3509.1935483870966,-4364.967741935484,-5078.161290322586,-5635.806451612903,-7059.225806451613,-5350.806451612897,-8243.064516129032,-6324.935483870968,-8829.419354838685,-8314.903225806464,-9270.741935483871,-9653.645161290322,-9025.32258064516,63,2,7732,4499,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar_Odom,58,26403,74,32332,-84.9032258064516,-1163.8064516129032,4046.161290322581,3808.0,2828.064516129029,1565.3225806451612,1109.4193548387095,82.09677419354833,-399.3225806451611,-148.25806451612942,-682.741935483871,415.64516129032256,-872.967741935484,-346.0322580645143,-1385.548387096774,-1855.4516129032256,-1882.4193548387093,-2812.612903225808,-1555.645161290323,-3973.064516129032,-2382.7096774193665,-3695.1612903225737,-4014.774193548387,-4055.709677419355,-5098.322580645177,-4115.935483870968,-6547.387096774193,-5390.161290322609,-6559.225806451608,-5903.387096774194,47,6,8390,1113,762,3433,779,1298,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar_Odom,43,26160,181,40792,-160.0,-220.0,-430.48387096774206,-1713.1612903225805,1876.0967741935483,6501.516129032258,17184.935483870966,15713.645161290322,15778.8064516129,17484.1935483871,18563.225806451614,18594.0,15956.225806451608,15169.870967741936,13734.0,12410.096774193553,11369.0,7895.0,5567.967741935484,2054.0,-1479.0,-2785.0,-6303.0,-9845.0,-12481.22580645164,-13494.0,-13673.354838709678,-13934.0,-14108.83870967742,-14348.83870967742,10,1,3792,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar_Odom,24,4228,23,4086,-6.580645161290324,55.35483870967742,-4.967741935483879,13.677419354838708,-179.74193548387078,-284.6774193548385,-51.25806451612904,-431.64516129032256,-189.0000000000002,-148.80645161290283,-447.3870967741936,-18.87096774193552,-303.2580645161295,-300.7419354838707,-19.83870967741936,-397.2903225806452,-56.7096774193551,-93.32258064516084,-342.03225806451616,81.54838709677423,-251.5483870967746,-128.38709677419487,142.5806451612904,-231.9354838709677,206.70967741935613,71.38709677419268,-126.67741935483866,287.96774193548384,-94.6129032258068,36.580645161290434,24,4,3748,603,1590,433,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke_Perry,26,9087,27,5211,-439.5483870967742,-75.38709677419355,-542.6451612903226,-187.0322580645161,-395.25806451612925,-483.0645161290323,-232.35483870967744,-675.3870967741935,-310.741935483871,-782.483870967742,-425.1290322580637,-603.9677419354837,-703.5483870967739,-384.7096774193549,-833.2258064516129,-882.0967741935484,-867.3225806451612,-599.1290322580647,-567.3548387096774,-565.8709677419355,-1067.0322580645177,-198.16129032257493,1567.3225806451535,4105.290322580645,3983.290322580645,4226.967741935484,3755.193548387097,4018.25806451613,3763.419354838711,3681.677419354839,24,4,3360,1084,350,400,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke_Perry,92,22591,78,69171,-3373.4193548387098,-4923.83870967742,-8072.258064516129,-9688.225806451608,-13490.09677419355,-11375.064516129032,-9963.741935483871,-16449.83870967742,-17214.774193548386,-16072.774193548386,-15212.451612903224,-21487.387096774182,-21210.09677419356,-22560.25806451613,-26087.290322580644,-24250.83870967742,-30691.129032258064,-29809.7741935484,-32167.322580645145,-35126.3870967742,-33193.22580645161,-39665.22580645161,-37486.645161290326,-38589.35483870963,-43331.48387096774,-41947.7741935484,-48261.32258064516,-48118.74193548387,-46667.645161290326,-46562.32258064516,80,9,8650,1172,899,777,943,1567,804,844,658,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke_Perry,40,27344,62,39076,-15.677419354838708,-371.4193548387097,-2963.032258064516,-2327.0,-898.5483870967743,-3510.064516129032,-2864.0,-2155.6774193548385,-4786.096774193548,-4138.0,-3377.8064516129034,-4856.129032258064,-3937.225806451613,-5415.935483870968,-4713.1612903225805,-7299.741935483872,-5424.580645161284,-6035.258064516125,-7055.870967741945,-7069.645161290306,-7401.451612903229,-7980.064516129029,-8683.709677419356,-8861.16129032258,-9119.70967741936,-10513.548387096764,-10441.419354838708,-10429.741935483864,-12517.419354838716,-12118.580645161292,30,5,6222,2369,1539,819,1041,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke_Perry,70,25298,100,72338,-4577.290322580645,-4443.580645161291,-4532.0,-5338.1612903225805,-5956.451612903225,-9956.0,-14833.258064516129,-13045.32258064516,-13021.967741935488,-14705.806451612903,-16149.0,-18678.870967741936,-20486.0,-22298.516129032258,-24110.0,-23461.64516129032,-23542.93548387097,-26453.677419354823,-27884.0,-29692.451612903227,-31228.09677419355,-33752.77419354839,-34184.87096774194,-35467.12903225804,-35201.25806451613,-38792.451612903205,-39058.83870967742,-42419.70967741934,-43056.41935483871,-46166.67741935483,60,5,5664,212,1500,772,1831,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac_Miller,122,190317,117,71561,-3360.548387096774,-5246.580645161291,-2468.5806451612902,1141.8064516129032,-1941.8387096774204,-7965.290322580645,-5385.096774193548,-11862.548387096776,-12485.096774193547,-11038.935483870968,-17501.032258064515,-11403.32258064516,-8073.290322580624,-3143.16129032258,-9549.225806451612,-11539.25806451614,-14957.32258064516,-13834.483870967742,-18867.870967741947,-17967.45161290323,-23752.516129032258,-21030.25806451613,-11742.451612903224,-10496.645161290322,55129.8064516132,81516.7741935484,101445.93548387096,124911.16129032258,122051.45161290324,116802.54838709676,81,9,12594,1197,791,322,1136,804,1058,1632,4821,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac_Miller,81,58133,103,32663,-619.3870967741935,-999.7741935483872,-2137.2903225806454,-3046.0,-3263.0,-3780.58064516129,1313.3225806451612,769.0,201.61290322580737,838.3870967741966,-157.4516129032222,-2176.1612903225805,-1426.258064516129,-1797.67741935485,2873.548387096774,18523.8064516129,18420.483870967742,18292.0,16908.580645161277,15267.064516129032,15867.967741935485,16311.612903225814,14958.09677419355,13640.67741935484,14250.129032258064,13913.77419354839,12642.387096774191,13453.096774193526,18418.774193548383,17382.09677419355,63,4,9107,1001,1740,1049,5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac_Miller,31,9947,33,5969,-435.2903225806452,-499.64516129032256,-375.7096774193549,-92.32258064516128,-102.4516129032258,-661.9354838709678,-477.0322580645161,-795.9032258064515,-976.9032258064516,-561.9032258064516,-1009.548387096774,-600.483870967742,-1044.1935483870968,-655.0645161290322,-1093.8387096774193,-683.9354838709673,-1063.9032258064528,-765.8387096774172,-1030.096774193548,-845.9999999999994,-1168.0967741935483,-1210.0967741935483,-1188.3548387096776,-772.9677419354839,-768.258064516129,-1295.3870967741937,3921.161290322581,3790.967741935484,4024.58064516129,3580.322580645161,30,3,4116,962,403,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac_Miller,20,4270,20,3995,-367.4516129032258,-177.12903225806454,-70.41935483870968,-444.8064516129032,-254.09677419354853,-63.83870967741936,-445.1612903225807,-287.0967741935485,-20.25806451612904,-369.41935483870935,-301.6129032258065,15.32258064516128,-288.4193548387094,-322.45161290322653,40.9032258064516,-217.16129032258044,-327.6774193548388,91.48387096774192,-120.6451612903224,-284.03225806451616,154.06451612903226,-11.870967741935344,-228.3870967741936,203.87096774193589,99.16129032258073,-170.741935483871,189.90322580645056,187.4516129032272,-136.09677419354833,174.22580645161338,20,1,3870,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia_Airlines,212,509007,186,71405,-2568.6129032258063,-2128.8064516129016,-1477.0967741935483,-3145.032258064516,-5957.645161290323,72.22580645161281,-5546.225806451613,9912.064516129032,7708.870967741943,7802.612903225806,6881.58064516129,3117.741935483857,3740.322580645153,1767.548387096774,15033.064516129032,95667.06451612907,130360.45161290324,129477.70967741932,155741.99999999994,242981.48387096773,240947.29032258064,239743.16129032252,239388.0322580645,238136.2258064516,232985.1935483871,240553.8064516129,253806.35483870964,265667.2903225806,319246.5161290321,403140.129032258,139,11,15434,924,2548,823,3466,871,1964,889,870,871,1983,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia_Airlines,120,273201,130,43718,-72.41935483870967,-133.0,-436.0,-968.7096774193548,-2104.258064516132,-3331.548387096778,-3997.935483870968,-4508.354838709677,-5426.677419354844,-6513.774193548392,-7221.612903225806,-7919.258064516129,-3772.774193548373,-3166.870967741935,-3922.161290322581,-5254.83870967742,-4880.0000000000255,-6557.096774193539,7805.129032258064,17342.612903225807,16651.03225806449,16769.2258064516,22184.41935483871,43185.74193548387,57823.06451612903,109638.8709677421,137950.80645161288,170154.03225806452,197504.35483870967,229572.67741935485,69,6,15504,845,2295,3300,5405,2619,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia_Airlines,39,13206,40,8621,-234.03225806451616,-547.483870967742,-146.9032258064516,-510.7741935483872,-551.0322580645162,-198.8064516129032,-653.1935483870967,-404.2258064516128,-709.7096774193548,-694.4193548387096,-226.29032258064512,-250.6129032258064,-96.0645161290514,4334.096774193548,4554.4838709677415,4095.129032258064,4392.322580645162,4505.516129032257,4089.903225806452,4462.645161290323,4274.419354838709,4025.677419354839,4540.741935483871,4171.935483870965,4244.451612903225,4439.83870967742,3974.967741935484,4307.516129032256,4495.064516129034,4063.741935483871,38,5,7219,723,1252,1608,1329,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia_Airlines,34,7994,34,6851,-291.7096774193549,-218.5483870967741,-205.8387096774196,-360.8709677419352,-27.09677419354876,-407.8064516129032,5.903225806451637,-371.741935483871,76.16129032258064,-284.6774193548388,104.83870967742077,-53.25806451612999,39.83870967741953,218.0967741935472,-9.935483870966095,465.0645161290323,70.54838709677416,456.3225806451613,78.61290322580632,560.5806451612904,230.45161290322488,581.1290322580674,549.4193548387068,557.6774193548404,706.8387096774186,348.83870967741933,884.4838709677421,489.9032258064515,1008.741935483871,630.9677419354837,34,5,7314,642,392,3007,966,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghan_Markle,203,178220,131,90937,-4936.032258064516,-11.967741935483843,-3552.6129032258063,-9071.483870967742,-12827.516129032256,-12769.74193548386,-15918.967741935494,-22571.967741935485,-17933.38709677419,-14159.83870967742,-19916.838709677435,-24999.451612903227,-29533.322580645163,-30092.064516128965,-33051.25806451613,-32581.93548387097,-38976.8064516129,-43503.67741935484,-38744.4838709678,-28414.19354838713,-13092.16129032258,-2477.612903225887,13180.29032258064,25317.09677419354,39866.67741935478,48372.258064516114,75547.87096774142,90348.09677419356,91615.96774193548,85225.87096774194,140,10,30694,1191,798,797,1924,1690,574,479,910,869,21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghan_Markle,71,84255,83,36106,-2.1290322580645213,-968.032258064516,-1138.0,-2240.516129032258,-3343.5806451612902,-3915.516129032263,-5296.903225806452,-3809.161290322578,-4060.967741935485,-5757.290322580645,-4524.290322580646,-5226.193548387097,-6772.225806451615,-5210.419354838704,-6335.741935483871,-7525.258064516125,-6350.774193548387,-7689.290322580645,-8893.25806451612,-7784.322580645161,-9576.87096774194,-9396.83870967742,-10835.612903225803,-10032.387096774191,-10631.870967741952,-12756.354838709678,-869.1612903226157,28145.548387096773,41934.03225806452,48187.51612903226,50,7,9250,595,743,2419,824,550,2139,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghan_Markle,31,5773,32,6599,-8.774193548387084,-401.1612903225807,-105.41935483870964,-443.8064516129033,-199.1935483870963,-464.74193548387103,-196.0967741935487,-540.1612903225806,-590.4516129032259,-393.0967741935494,-106.1935483870968,-113.74193548387096,-671.0967741935484,-487.03225806451616,-792.5483870967744,-991.5806451612904,-580.9677419354839,-1036.9032258064517,-629.258064516129,-1084.225806451613,-736.5483870967743,-1189.548387096774,-897.8387096774194,-1348.8709677419356,-890.1290322580645,-1339.1935483870968,-882.4193548387096,-1329.516129032258,-863.7096774193549,-1308.8387096774193,31,5,5149,371,1887,395,623,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghan_Markle,30,6088,31,5908,-349.83870967741933,-71.70967741935485,-425.5161290322581,-440.35483870967744,-913.2580645161296,-831.4516129032257,-871.9677419354838,-1141.7096774193549,-936.9354838709672,-1100.064516129033,-881.8064516129035,-504.67741935483855,-603.0645161290328,-493.0645161290329,-509.12903225806434,-469.0967741935482,-450.0645161290328,-448.0645161290312,-359.87096774193674,-409.7419354838692,-265.5483870967734,-412.1935483870971,-319.0967741935483,-472.0967741935481,-203.51612903225868,-412.1935483870956,-87.80645161290455,-351.83870967742064,34.03225806451684,-285.8064516129037,30,3,5484,282,3793,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,4,996,4,957,-510.6774193548388,-492.35483870967744,-474.0322580645161,-457.1612903225807,-450.4516129032258,-443.741935483871,-437.03225806451616,-402.9677419354839,-286.8387096774195,-170.70967741935488,-54.58064516129025,16.06451612903226,10.90322580645162,5.74193548387097,0.5806451612903203,-61.22580645161285,-179.67741935483855,-298.1290322580642,-416.5806451612904,-456.8064516129032,-450.0967741935484,-443.3870967741936,-436.6774193548387,-339.38709677419365,-211.9032258064518,-84.41935483870998,43.064516129032256,54.483870967741936,49.322580645161295,44.16129032258064,4,1,916,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,40,14158,38,24294,19.41935483870968,-2749.8387096774195,-3364.7419354838707,-2543.2903225806454,-4964.225806451613,-5026.903225806453,-5372.064516129032,-5254.645161290323,-1601.6774193548397,7.774193548387117,745.2903225806434,1125.032258064516,1111.8064516129032,-2452.1290322580644,-2386.709677419354,-2565.096774193548,-6833.290322580643,-8249.451612903225,-8184.032258064516,-7784.741935483873,-5817.870967741939,-8377.645161290322,-11922.516129032256,-12037.741935483871,-12867.516129032258,-12802.09677419355,-11764.709677419352,-11609.612903225809,-11600.709677419354,-10131.67741935484,30,3,2054,1191,540,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
