label,in_pkt,in_size,out_pkt,out_size,cumul_1,cumul_2,cumul_3,cumul_4,cumul_5,cumul_6,cumul_7,cumul_8,cumul_9,cumul_10,cumul_11,cumul_12,cumul_13,cumul_14,cumul_15,cumul_16,cumul_17,cumul_18,cumul_19,cumul_20,cumul_21,cumul_22,cumul_23,cumul_24,cumul_25,cumul_26,cumul_27,cumul_28,cumul_29,cumul_30,pkg_count,chunk_count,total_size,chunk_1,chunk_2,chunk_3,chunk_4,chunk_5,chunk_6,chunk_7,chunk_8,chunk_9,chunk_10,chunk_11,chunk_12,chunk_13,chunk_14,chunk_15,chunk_16,chunk_17,chunk_18,chunk_19,chunk_20,chunk_21,chunk_22,chunk_23,chunk_24,chunk_25
DMX,11,7437,19,9659,-1224.8064516129032,-732.6774193548385,245.32258064516128,-668.8709677419359,-1145.032258064516,-2336.1290322580658,-2352.5806451612902,-1759.1612903225794,-275.03225806451616,-1175.9354838709685,-1738.0,-1738.0,-1680.5806451612898,-963.1612903225806,-986.3870967741937,-1816.7096774193565,-2388.709677419354,-3500.1935483871,-3458.1290322580608,-1492.516129032258,-2070.4516129032304,-2961.0,-2384.032258064515,-2165.4193548387098,-2168.6451612903224,-2188.0,-2195.0967741935483,-2218.322580645161,-2210.3870967741937,-2218.774193548388,8,2,1609,792,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMX,19,6651,26,23796,-3969.0,-3969.0,-3981.258064516129,-3998.677419354839,-4036.096774193548,-6440.0,-6656.48387096774,-8651.838709677419,-8441.322580645161,-8426.0,-8457.612903225807,-8474.258064516129,-9224.516129032254,-10798.967741935485,-9959.290322580646,-12357.870967741932,-12475.032258064515,-14829.387096774191,-13775.000000000002,-13511.903225806444,-14283.0,-14180.419354838714,-13645.354838709674,-16092.516129032258,-17905.8064516129,-18400.225806451614,-16541.322580645163,-17879.0,-17884.16129032258,-17107.58064516129,17,2,2591,211,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David_Bowie,85,33870,74,34944,-1446.516129032258,-3064.2580645161293,-3117.3870967741937,-3239.1290322580644,-3353.6451612903224,-3263.774193548388,-4440.6774193548345,-6733.774193548385,-8964.161290322581,-6355.1612903225805,1240.2580645161315,8991.451612903225,7833.064516129029,6364.677419354837,8370.258064516129,5268.935483870968,7127.225806451613,7051.709677419355,5021.451612903238,5485.709677419354,3149.4838709677524,4386.451612903227,1282.032258064516,3204.612903225807,2102.387096774224,91.64516129032268,-109.09677419354269,-887.4516129032256,93.03225806451644,-3026.870967741935,73,4,6635,1579,797,1418,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David_Bowie,45,20460,47,28300,-2276.1612903225805,-2051.0,-3181.483870967742,-2557.1935483870966,-4768.806451612903,-3546.645161290321,-4202.129032258064,-5003.677419354839,-3452.8064516129034,-5108.580645161288,-4785.096774193548,-4570.258064516133,-6464.096774193548,-5049.290322580644,-5943.419354838709,-6482.25806451613,-5215.967741935484,-7174.451612903224,-6566.258064516129,-6622.322580645156,-8182.387096774193,-6539.516129032263,-6320.709677419355,-8488.032258064522,-7663.129032258064,-7945.774193548394,-9251.354838709678,-7405.677419354836,-8638.677419354839,-8715.612903225805,35,4,9076,206,3879,772,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David_Bowie,26,4990,27,5602,-439.5483870967742,-3.38709677419355,-470.64516129032256,-66.38709677419348,-265.25806451612925,-460.1612903225806,-517.3548387096774,-474.3870967741936,-36.74193548387096,-86.48387096774192,-79.12903225806456,-625.5806451612904,-439.5161290322581,-521.4193548387098,-970.2258064516128,-777.4516129032256,-540.7419354838718,-951.8709677419356,-511.6774193548387,-979.9677419354838,-592.290322580644,-857.3870967741954,-914.5483870967748,-746.9999999999995,-1177.7096774193549,-686.0322580645161,-1158.8064516129032,-716.3225806451595,-945.1612903225796,-963.1612903225812,26,6,4466,864,1037,430,392,285,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David_Bowie,30,10587,30,5223,-15.677419354838708,-501.7096774193549,632.41935483871,1978.2258064516127,3337.5806451612907,4336.193548387097,4577.935483870968,4657.032258064516,4419.903225806452,4736.903225806452,4355.548387096775,4813.4838709677415,4425.193548387097,4912.064516129032,4516.83870967742,4953.290322580646,4604.677419354837,4978.129032258066,4737.806451612903,4960.451612903226,4810.193548387096,4928.612903225806,4875.83870967742,4861.064516129033,4867.741935483869,4809.645161290325,5006.903225806452,4844.967741935485,5179.32258064516,4903.16129032258,27,4,5643,1398,430,2070,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney_Plus,27,10397,28,5678,-437.8709677419355,-29.967741935483872,-489.61290322580646,-95.93548387096774,-514.6451612903227,-279.6129032258067,-345.3225806451616,-503.7741935483872,-176.3548387096774,-619.7096774193549,-153.32258064516128,-617.4516129032259,-130.29032258064512,-538.1612903225812,-310.5806451612902,-335.99999999999983,-519.6774193548392,-146.70967741935482,-595.5483870967741,-648.6774193548388,-626.2903225806451,-628.3225806451618,-84.12903225806448,-73.6129032258064,-609.7741935483872,4627.41935483871,4478.129032258064,4656.645161290323,4505.096774193547,4379.774193548387,26,3,4650,399,2094,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney_Plus,139,54768,135,79592,-3379.1935483870966,-4944.903225806452,-3782.806451612904,1164.225806451613,-947.0645161290328,-7279.16129032258,-8589.451612903216,-7494.548387096775,-8347.741935483871,-10712.741935483871,-8914.225806451614,-15192.967741935488,-14964.838709677388,-19659.322580645163,-18180.64516129032,-15474.387096774191,-7765.16129032258,-4755.483870967742,-7630.96774193548,-10037.483870967742,-15747.258064516129,-12898.22580645168,-8059.806451612903,-14438.645161290322,-18073.61290322573,-17137.064516129052,-23375.225806451614,-25589.806451612865,-25656.58064516129,-24908.225806451614,106,8,11226,1214,1006,2954,804,1025,1708,922,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney_Plus,49,31984,71,42543,-1260.4193548387098,-2632.709677419354,-3077.612903225807,-4200.322580645159,-1731.3870967741934,-1639.5161290322585,-1323.8387096774136,-987.774193548392,-3445.774193548388,-2794.0,-2051.451612903226,-4488.612903225796,-2594.806451612903,-3289.483870967742,-3702.516129032248,-4385.548387096789,-5321.516129032258,-5976.548387096775,-5369.967741935476,-6042.645161290327,-8465.806451612903,-7801.0,-7210.903225806446,-8356.741935483908,-8159.935483870968,-9616.903225806453,-8819.580645161266,-9736.096774193562,-12031.16129032258,-11359.0,36,6,6684,995,787,785,769,1658,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney_Plus,68,30344,77,74639,-2405.0,-4610.0,-6796.645161290323,-9773.83870967742,-11358.54838709678,-14301.032258064515,-14289.354838709678,-16348.580645161295,-16553.0,-18416.483870967742,-19195.99999999999,-19798.83870967742,-24333.129032258064,-23775.0,-25573.225806451614,-26014.09677419355,-26580.290322580644,-29087.870967741936,-30207.93548387097,-30787.80645161289,-34841.41935483872,-34499.0,-36280.6129032258,-36700.645161290326,-37198.0,-42121.25806451613,-41409.87096774194,-43245.35483870968,-43687.6129032258,-45063.8064516129,57,5,8421,218,1574,2395,780,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebola,33,9045,25,16444,-1469.516129032258,-832.1290322580644,-1847.870967741936,-2273.064516129032,-3749.58064516129,-3727.7741935483873,-3731.451612903226,-5817.129032258064,-5633.709677419355,-4721.258064516129,-4567.709677419355,-4618.193548387097,-3788.83870967742,-3826.903225806452,-3808.0,-5414.258064516129,-5906.96774193549,-6843.290322580645,-5762.225806451613,-4996.290322580645,-6589.516129032259,-6593.354838709677,-8073.870967741936,-7318.516129032256,-6536.451612903222,-7017.612903225807,-7825.935483870968,-9308.451612903224,-9057.870967741934,-8137.709677419351,29,2,4199,747,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebola,26,9468,35,17364,1.4838709677419395,-6.064516129032242,-973.3870967741937,-983.0645161290322,-1470.645161290323,-1144.0,-1205.2258064516127,-2236.0,-3520.0,-3305.1612903225805,-3329.6774193548385,-4637.0,-5592.677419354839,-5392.0,-5842.838709677415,-6016.645161290325,-6811.419354838707,-8111.322580645161,-7028.806451612903,-6214.322580645161,-7499.709677419355,-8589.83870967742,-7393.483870967746,-7325.258064516122,-8782.161290322576,-8226.548387096778,-7324.935483870968,-8647.612903225807,-9741.741935483871,-8678.483870967742,22,4,4768,596,205,773,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebola,15,2367,16,2716,-20.0,6.0,-452.0,-426.0,81.0,61.0,-398.0,-372.0,87.0,67.0,-393.0,-367.0,-418.0,-438.0,-412.0,-386.0,70.0,50.0,10.0,36.0,16.0,-540.0,-514.0,-336.0,-356.0,-427.0,-888.0,-862.0,-836.0,-329.0,15,1,2063,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebola,10,2470,14,2143,-377.5161290322581,-354.03225806451616,-72.22580645161298,28.741935483870968,-9.45161290322578,-62.74193548387095,-97.0,-97.0,-145.51612903225802,-472.1612903225807,-448.6774193548387,-11.709677419355216,57.16129032258064,52.0,41.03225806451612,32.0,24.90322580645164,-85.29032258064507,-360.8064516129032,-307.6451612903235,131.32258064516174,129.5806451612903,-165.6451612903223,-233.3870967741936,36.2903225806441,215.32258064516128,58.290322580645295,-166.45161290322585,-52.193548387097735,345.06451612903226,10,3,2270,376,505,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election,71,25435,62,29208,-47.41935483870969,-1446.838709677418,-1502.258064516129,-3018.6774193548385,-3091.0967741935483,-3206.0,-3183.935483870968,-5057.354838709677,-5833.096774193548,126.22580645161295,5158.903225806452,3738.967741935483,2547.548387096774,4169.419354838704,4259.612903225807,4189.1612903225805,2320.387096774203,1186.4516129032256,-645.6774193548446,303.903225806452,-519.8064516129034,-1935.225806451613,-326.1612903225747,-3179.0645161290327,-1325.9354838709671,-3799.354838709653,-3284.2903225806576,-4166.741935483871,-4545.645161290323,-3846.322580645161,62,2,6235,2038,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election,33,14292,35,20782,-1549.9032258064517,-2251.0,-2101.4516129032254,-3184.1612903225805,-2377.8064516129034,-2397.7419354838707,-3653.032258064516,-4673.419354838708,-3468.032258064515,-3755.5161290322594,-5214.032258064517,-4305.935483870968,-3612.096774193548,-4915.064516129032,-6006.354838709677,-4851.290322580642,-4660.032258064521,-6166.451612903229,-5576.258064516126,-4689.225806451613,-6009.096774193548,-7104.387096774193,-6049.709677419355,-5562.516129032269,-7107.322580645171,-6943.064516129023,-5909.774193548381,-7215.129032258064,-8314.41935483871,-7247.8387096774195,26,2,6311,205,6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election,15,2947,15,3387,-19.532814238042302,4.322580645161292,-407.6774193548388,-429.35483870967744,-119.0322580645161,-76.12903225806451,-435.3548387096775,-519.7096774193549,-249.7096774193544,-155.5483870967742,-458.7741935483869,-606.0645161290322,-356.77419354838656,-194.96774193548387,-441.9354838709675,-652.4193548387096,-452.4838709677414,-234.3870967741936,-424.8387096774192,-698.7741935483871,-559.0967741935478,-306.8064516129032,-440.4838709677418,-778.1290322580645,-683.0967741935477,-374.2258064516129,-450.8709677419354,-852.483870967742,-802.6129032258058,-420.64516129032256,15,1,2647,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election,16,3290,16,3188,-374.1612903225807,-323.8387096774194,39.064516129032256,-27.51612903225802,-350.80645161290323,-262.4193548387097,10.48387096774194,-102.29032258064508,-374.45161290322585,-235.67741935483883,9.9032258064516,-149.32258064516117,-370.0967741935484,-168.93548387096791,47.32258064516128,-158.6129032258063,-327.741935483871,-89.54838709677509,61.74193548387096,-191.16129032258044,-308.3870967741936,-32.4516129032254,62.16129032258064,-237.9677419354836,-303.03225806451616,26.58064516128934,71.58064516129032,-276.0322580645158,-288.6774193548388,108.80645161290364,16,2,2970,1065,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election_results,38,12497,39,8148,-215.6129032258065,-71.80645161290323,-527.258064516129,-160.70967741935485,-423.2258064516127,-620.3870967741932,-233.74193548387092,-685.3548387096774,-485.2903225806455,-433.4193548387093,-846.6129032258065,-436.1290322580645,-759.2580645161295,-849.7741935483868,-475.1612903225806,-937.7096774193548,-576.677419354839,-548.9354838709671,-883.9677419354838,-357.54838709677426,-758.6451612903218,-825.870967741937,-1020.5806451612904,-996.0645161290324,-484.8709677419354,-506.6129032258064,-689.0322580645256,4096.935483870968,4302.354838709677,3824.4193548387098,37,6,6530,709,398,399,1135,1306,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election_results,43,26160,233,61370,-160.0,-1066.8387096774204,-2909.709677419355,6859.999999999999,15359.516129032258,15180.0,16981.322580645163,18558.774193548383,17543.0,15326.0,13862.0,11304.90322580646,9612.193548387084,5799.838709677419,2330.0,-2101.0,-3453.258064516128,-8423.451612903214,-12492.0,-17137.0,-20603.032258064515,-24095.0,-25577.45161290325,-29911.0,-33437.83870967742,-33823.0,-34094.61290322581,-34419.70967741936,-34654.61290322581,-34946.0,11,1,3792,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election_results,98,105781,111,44938,-613.6774193548388,-1233.0,2541.1290322580644,1807.5806451612905,602.9032258064549,714.2580645161273,-86.8709677419355,-962.8387096774192,-2396.548387096774,-2589.7741935483814,-2389.225806451613,-2500.96774193548,-2284.6129032258063,-3209.516129032259,-4218.322580645161,-5486.58064516129,-6419.258064516129,-4661.870967741928,-719.7741935483898,-2267.774193548388,-1926.4193548386968,-2024.806451612903,26766.193548387088,38168.48387096774,36640.64516129032,35476.1935483871,36164.7741935484,35523.51612903226,34488.67741935484,58222.35483870968,70,4,14057,445,6269,773,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election_results,89,50685,82,48161,-1424.7096774193549,-2832.870967741936,-2123.4516129032268,-3589.3870967741923,-4376.548387096775,-3826.032258064516,-6498.483870967741,-6406.677419354839,-6171.16129032258,-6069.0,-7810.903225806455,-7144.064516129032,-9332.32258064515,-9741.935483870968,-9251.58064516129,-12164.354838709678,-11398.064516129032,-12936.09677419355,-13391.483870967742,-13033.999999999996,8565.580645161272,7419.548387096774,6861.677419354839,6599.870967741936,5122.258064516111,5555.709677419323,3987.3548387096776,2723.4516129032154,2095.9999999999923,1602.677419354849,74,4,12831,747,6216,2606,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euro_2021,20,3644,61,8268,-292.0,-343.61290322580646,-656.5806451612904,-1376.0,-1445.032258064516,-2013.0,-2013.0,-2060.0967741935483,-2307.0,-2307.0,-2378.0,-2431.1182795698924,-2438.0,-2439.290322580645,-2995.0,-2995.0,-3306.0,-3390.0,-3400.322580645161,-3570.483870967741,-3670.0,-3697.741935483871,-3747.4193548387098,-4101.741935483871,-4481.258064516132,-4175.967741935484,-4620.806451612905,-4669.258064516131,-4370.387096774193,-4532.999999999997,20,4,3240,1805,788,403,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euro_2021,180,155961,122,64437,-4964.322580645161,-571.9354838709672,-642.7096774193567,-8278.612903225809,-7417.354838709676,-14342.258064516129,-10118.90322580646,-6187.709677419355,-12332.387096774191,-14473.032258064522,-15424.935483870957,-20646.838709677417,-13352.483870967735,-6353.322580645197,7737.41935483871,20011.58064516129,29493.322580645174,41342.38709677421,48868.77419354838,62524.51612903226,67402.3870967742,74375.54838709677,81202.0,90522.45161290324,101492.38709677424,105719.19354838708,99235.83870967742,94779.25806451617,93673.09677419356,91270.77419354838,115,8,27229,1190,771,837,1043,813,793,20591,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euro_2021,42,24365,62,34193,-14.0,-476.1290322580645,-3073.548387096774,-2432.0,-2462.322580645161,-3097.0967741935483,-2198.451612903226,-3667.516129032258,-4338.645161290323,-5550.645161290323,-4840.064516129035,-4156.0,-6503.967741935484,-5639.580645161294,-5754.096774193549,-5453.258064516129,-7286.838709677424,-7338.161290322581,-7574.645161290316,-8763.290322580646,-7254.580645161288,-8513.967741935483,-9811.870967741936,-7645.0,-7737.483870967739,-8508.322580645161,-8587.806451612902,-8559.032258064524,-10365.741935483851,-10099.612903225809,34,2,6698,743,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euro_2021,59,22650,820,85174,-11031.483870967742,-13565.967741935485,-19137.90322580645,-21425.0,-22005.0,-22597.90322580645,-23185.0,-23768.870967741936,-24364.35483870968,-24945.0,-25535.32258064516,-26205.51612903225,-26868.290322580644,-27463.774193548383,-28047.0,-28527.0,-28927.0,-34157.0,-34637.0,-34573.67741935484,-35024.0,-34723.64516129032,-39999.12903225806,-40443.0,-40371.0,-40773.58064516129,-40515.06451612903,-41070.54838709677,-52619.87096774185,-61640.51612903226,51,5,7466,212,1926,1883,2290,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout_4,16,3478,16,3851,-457.1612903225807,-410.3225806451613,-97.93548387096774,-175.22580645161287,-570.8064516129032,-471.7741935483872,-154.51612903225805,-288.7096774193548,-622.4516129032259,-476.9032258064517,-217.0967741935484,-408.4516129032256,-680.0967741935484,-493.3870967741937,-294.6774193548387,-543.4516129032256,-752.741935483871,-491.3225806451623,-323.258064516129,-629.7096774193546,-776.3870967741935,-462.129032258064,-351.8387096774194,-715.4516129032255,-799.0322580645162,-432.51612903225913,-380.4193548387097,-802.9999999999995,-823.6774193548388,-368.12903225806406,16,4,3158,1087,1199,417,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout_4,40,26099,163,37698,-160.0,-200.0,-1371.0,-1869.4193548387093,1953.225806451613,10744.967741935488,15403.129032258068,15870.83870967742,15766.806451612903,16933.548387096773,18488.09677419355,18657.74193548387,16390.774193548386,15240.0,13809.0,12561.0,10325.967741935485,10215.0,6820.258064516129,4568.903225806452,1124.0,-1305.0,-3548.1612903225805,-5888.0,-8327.0,-10582.225806451612,-10699.0,-10940.935483870968,-11139.0,-11259.645161290322,8,1,3791,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout_4,54,28197,66,27345,-96.6451612903226,-769.5806451612902,-1182.0,1667.6774193548388,3904.7741935483873,3748.129032258064,3220.483870967742,2111.9354838709687,6445.774193548387,6346.612903225807,6750.161290322581,6022.645161290322,5550.161290322577,4491.741935483871,3958.3225806451615,5154.41935483871,4169.419354838706,3141.0645161290427,3800.2903225806463,2271.35483870968,3432.645161290318,1409.6129032258011,3041.322580645162,634.516129032258,2524.483870967742,100.22580645161264,1976.3225806451608,-443.0645161290323,1380.1612903225807,-1032.354838709677,42,4,8317,1070,3255,3152,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout_4,44,16596,38,27939,-1544.0,-2634.548387096774,-2545.516129032258,-3900.83870967742,-4210.096774193547,-5221.612903225803,-4890.870967741936,-4120.709677419355,-5615.387096774193,-6506.967741935485,-5169.225806451613,-6708.5161290322585,-8039.225806451613,-6677.1935483871,-7764.645161290323,-8915.322580645156,-8010.258064516129,-7833.774193548383,-8918.451612903222,-9243.93548387097,-8281.612903225807,-9810.612903225809,-11078.967741935488,-9446.3870967742,-10853.741935483871,-12193.451612903224,-11098.774193548388,-11569.741935483858,-12586.90322580645,-11939.580645161295,36,5,7334,206,781,803,4688,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flappy_Bird,109,157515,498,70248,-1434.0322580645302,1480.290322580645,-2020.0645161290329,-4795.677419354838,-5412.774193548387,113989.96774193548,102146.06451612904,97925.64516129032,95037.80645161292,94182.80645161292,93835.3870967742,93497.96774193548,93187.0,92867.0,92527.0,92207.0,91870.87096774194,91533.45161290324,91236.03225806452,90887.0,90567.0,90247.0,89926.35483870968,89608.93548387097,89271.51612903226,88934.09677419355,88596.67741935485,88279.25806451614,87947.0,87607.0,84,4,8543,4132,806,2751,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flappy_Bird,61,140764,469,47457,-4832.0,-5845.0,-8044.0,94758.0,109621.0,106239.0,104774.0,102232.0,100828.0,99551.0,99231.0,98887.0,98607.0,98307.0,98047.0,97747.0,97427.0,97127.0,96827.0,96507.0,96207.0,95887.0,95587.0,95287.0,94987.0,94727.0,94507.0,94207.0,93927.0,93587.0,38,4,9291,590,4602,787,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flappy_Bird,36,15699,39,6730,-22.38709677419355,-549.1935483870968,4620.322580645161,4524.451612903225,4788.064516129032,4743.419354838709,4233.645161290322,7027.35483870968,9432.516129032258,9355.612903225809,9252.67741935484,9473.354838709678,9005.741935483871,8951.58064516129,9113.645161290322,9340.612903225809,9263.258064516129,8902.612903225807,8894.290322580646,8467.064516129032,8924.870967741936,8585.935483870968,8613.935483870966,8921.709677419354,8451.58064516129,8917.935483870968,8631.838709677422,8591.258064516125,8975.774193548386,8507.09677419355,33,5,4561,845,1435,433,923,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flappy_Bird,22,4899,22,4400,-364.0967741935484,-146.0322580645161,-224.03225806451604,-485.3870967741936,-133.93548387096774,-346.58064516129014,-504.6774193548387,-116.0967741935484,-421.645161290323,-405.5161290322574,-103.25806451612904,-489.1612903225807,-257.16129032258004,-23.41935483870968,-398.45161290322574,-81.93548387096723,-29.1612903225806,-346.7419354838709,106.29032258064558,-46.87096774193671,-260.0322580645161,211.48387096774192,-51.09677419354952,-130.032258064517,309.3225806451613,-47.83870967742041,97.77419354838956,412.1612903225806,26.19354838709684,321.4838709677442,22,5,4459,228,1531,848,457,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen,62,22403,53,29025,-2583.903225806452,-3318.5806451612907,-3838.3870967741937,-5916.129032258064,-5492.645161290323,-5324.774193548387,-6800.225806451613,-6824.258064516129,-8376.290322580646,-8466.322580645161,-8490.83870967742,-8446.387096774193,-10383.41935483871,-12228.451612903224,-10360.935483870968,48.93548387096769,-196.61290322580768,-563.8387096774186,-2797.6129032258063,-979.5806451612902,-2634.6774193548385,-4066.709677419354,-2232.967741935484,-4374.3870967742,-5329.806451612903,-7380.8387096774195,-6167.193548387096,-5712.387096774184,-6998.935483870968,-8233.290322580637,55,2,5474,862,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen,28,10989,40,17754,-4.96774193548387,-9.93548387096774,-60.9032258064516,-68.0,-97.67741935483872,-1045.0,-1515.387096774194,-1211.741935483871,-1242.7096774193549,-1357.0,-2684.0,-2695.6129032258063,-3649.741935483872,-4234.322580645164,-3784.516129032258,-5084.870967741936,-5832.419354838712,-4475.419354838712,-5698.096774193548,-6779.83870967742,-5366.096774193548,-6364.322580645161,-7449.064516129032,-6264.2903225806485,-6558.870967741937,-8038.290322580646,-6969.129032258064,-6651.225806451618,-8500.838709677422,-7524.032258064516,23,4,5198,595,774,1446,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen,10,2030,10,2400,-459.6434634974533,-450.4516129032258,-433.6774193548387,-272.90322580645164,-162.51612903225805,-175.4193548387097,-414.9032258064514,-632.8064516129032,-616.0322580645161,-451.1290322580646,-258.93548387096774,-271.8387096774194,-455.0645161290321,-736.1612903225807,-719.3870967741935,-579.0645161290324,-315.1935483870971,-314.258064516129,-440.9677419354838,-738.3870967741932,-768.741935483871,-672.0322580645162,-388.8064516129036,-327.6774193548387,-397.6129032258064,-695.6774193548383,-789.0967741935484,-746.6451612903234,-473.0967741935479,-357.0967741935484,10,1,1830,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen,12,2299,12,2385,-377.8373071528752,-360.741935483871,-270.9354838709678,-108.93548387096774,-124.41935483870968,-369.5806451612901,-492.0967741935484,-423.9677419354839,-211.83870967741933,-217.83870967741936,-417.5806451612901,-592.4516129032259,-550.7096774193549,-271.22580645161315,-225.25806451612905,-379.3225806451612,-606.8064516129033,-586.6774193548387,-303.2580645161293,-197.67741935483872,-305.8064516129032,-586.1612903225807,-566.0322580645162,-303.1935483870978,-124.0967741935484,-186.0322580645161,-480.2258064516126,-499.3870967741936,-299.0645161290332,-70.51612903225808,12,2,2059,228,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game_of_Thrones,34,6736,37,7638,-450.0967741935484,-484.5483870967742,-129.29032258064515,-177.09677419354838,-612.4516129032264,-536.5806451612904,-847.0967741935485,-1036.1935483870968,-732.0322580645169,-846.6774193548379,-1092.483870967743,-696.1612903225806,-1157.0645161290322,-744.3548387096774,-1039.096774193546,-1072.6451612903236,-753.6451612903226,-1227.9354838709676,-743.8387096774194,-1143.8064516129011,-768.6451612903227,-801.0,-1283.8064516129032,-762.3225806451612,-1217.354838709677,-847.9032258064519,-905.129032258062,-1162.6774193548397,-687.8064516129034,-1156.2258064516127,34,3,6052,2966,922,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game_of_Thrones,252,174896,238,105949,-5276.032258064516,-3334.3548387096785,-12079.322580645165,-15436.548387096776,-16163.387096774191,-21905.064516129045,-27645.225806451614,-31197.25806451613,-34100.12903225806,-34472.290322580644,-32527.064516129027,-24888.548387096773,-15704.67741935484,-5388.0000000000055,2779.0967741935483,12982.419354838712,19185.806451612905,29083.67741935484,34843.54838709677,40040.41935483871,47848.29032258064,62595.90322580647,73770.03225806452,78728.90322580645,83100.64516129033,77994.64516129032,84597.51612903226,79417.09677419355,75823.25806451614,72600.12903225806,178,13,42943,1178,2399,1431,822,2311,1503,1040,27624,1120,874,859,889,893,0,0,0,0,0,0,0,0,0,0,0,0
Game_of_Thrones,61,42849,97,60404,-212.5806451612902,-2222.9677419354834,-2185.5806451612907,-3781.967741935483,-3719.0,-5350.999999999999,-4968.0,-6912.1612903225805,-6247.0,-6929.451612903225,-7492.0,-6747.967741935484,-8588.548387096775,-7969.129032258064,-10648.67741935484,-9223.0,-11469.580645161304,-10407.451612903224,-11083.51612903226,-11813.548387096773,-12642.806451612914,-13382.741935483878,-14216.580645161292,-14824.0,-15439.129032258064,-16007.0,-15181.67741935484,-15714.258064516129,-16386.83870967742,-16920.41935483871,47,5,12727,2972,3018,789,2519,3429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
